,res1,res2,cont1,cont2,s:e,position1,position2,sorted,result,s1,s2,season,episode,prediction,pt_preds,binary_pred,pred_correct,r1,r2
1819,4.0,2.0,Vivienne Pinay,Roxxxy Andrews,5:3.0,LOW,HIGH,"[['Roxxxy Andrews', 'Vivienne Pinay'], '5:3.0']",0,0,1,5.0,3.0,0.11971555119279087,2.544453202070912e-14,0,1,"trueskill.Rating(mu=28.110, sigma=2.358)","trueskill.Rating(mu=32.362, sigma=2.212)"
1822,6.0,2.0,Monica Beverly Hillz,Roxxxy Andrews,5:3.0,ELIM,HIGH,"[['Monica Beverly Hillz', 'Roxxxy Andrews'], '5:3.0']",0,0,1,5.0,3.0,2.8668722212919075e-07,2.918583001226457e-19,0,1,"trueskill.Rating(mu=14.568, sigma=2.434)","trueskill.Rating(mu=32.725, sigma=2.152)"
1825,7.0,2.0,Serena ChaCha,Jinkx Monsoon,5:3.0,,HIGH,"[['Jinkx Monsoon', 'Serena ChaCha'], '5:3.0']",0,0,1,5.0,3.0,8.288164515163378e-09,5.483353495451394e-25,0,1,"trueskill.Rating(mu=9.166, sigma=2.425)","trueskill.Rating(mu=29.595, sigma=2.147)"
1826,7.0,2.0,Serena ChaCha,Roxxxy Andrews,5:3.0,,HIGH,"[['Roxxxy Andrews', 'Serena ChaCha'], '5:3.0']",0,0,1,5.0,3.0,3.7336911773059217e-11,5.036312823106832e-21,0,1,"trueskill.Rating(mu=9.161, sigma=2.423)","trueskill.Rating(mu=32.735, sigma=2.150)"
1829,7.0,2.0,Penny Tration,Jinkx Monsoon,5:3.0,,HIGH,"[['Jinkx Monsoon', 'Penny Tration'], '5:3.0']",0,0,1,5.0,3.0,4.1268889868813694e-11,1.0840616711237586e-25,0,1,"trueskill.Rating(mu=5.605, sigma=2.514)","trueskill.Rating(mu=29.599, sigma=2.147)"
1830,7.0,2.0,Penny Tration,Roxxxy Andrews,5:3.0,,HIGH,"[['Penny Tration', 'Roxxxy Andrews'], '5:3.0']",0,0,1,5.0,3.0,1.0840089982629829e-13,6.097142930919421e-22,0,1,"trueskill.Rating(mu=5.604, sigma=2.515)","trueskill.Rating(mu=32.736, sigma=2.151)"
1832,6.0,2.0,Monica Beverly Hillz,Jinkx Monsoon,5:3.0,ELIM,HIGH,"[['Jinkx Monsoon', 'Monica Beverly Hillz'], '5:3.0']",0,0,1,5.0,3.0,1.658415680664154e-05,1.4158087247153177e-23,0,1,"trueskill.Rating(mu=14.556, sigma=2.430)","trueskill.Rating(mu=29.600, sigma=2.148)"
3444,3.0,2.0,Alyssa Edwards,Roxxxy Andrews,5:3.0,SAFE,HIGH,"[['Alyssa Edwards', 'Roxxxy Andrews'], '5:3.0']",0,0,1,5.0,3.0,0.00046547181402296776,0.0001186510432018945,0,1,"trueskill.Rating(mu=19.432, sigma=2.888)","trueskill.Rating(mu=32.736, sigma=2.152)"
5991,5.0,3.0,Coco Montrese,Alyssa Edwards,5:3.0,BTM2,SAFE,"[['Alyssa Edwards', 'Coco Montrese'], '5:3.0']",0,0,1,5.0,3.0,0.464606203096722,0.6627094321736487,0,1,"trueskill.Rating(mu=18.938, sigma=2.824)","trueskill.Rating(mu=19.337, sigma=2.851)"
5992,5.0,3.0,Coco Montrese,Ivy Winters,5:3.0,BTM2,SAFE,"[['Coco Montrese', 'Ivy Winters'], '5:3.0']",0,0,1,5.0,3.0,0.0009677817138259671,0.29238442431108513,0,1,"trueskill.Rating(mu=18.011, sigma=2.678)","trueskill.Rating(mu=30.494, sigma=2.410)"
5994,5.0,3.0,Coco Montrese,Jade Jolie,5:3.0,BTM2,SAFE,"[['Coco Montrese', 'Jade Jolie'], '5:3.0']",0,0,1,5.0,3.0,0.822875326502676,0.9993947799201431,1,0,"trueskill.Rating(mu=17.908, sigma=2.643)","trueskill.Rating(mu=14.148, sigma=2.489)"
5996,5.0,3.0,Coco Montrese,Lineysha Sparx,5:3.0,BTM2,SAFE,"[['Coco Montrese', 'Lineysha Sparx'], '5:3.0']",0,0,1,5.0,3.0,2.271192403373615e-05,0.9970627928961118,0,1,"trueskill.Rating(mu=16.643, sigma=2.495)","trueskill.Rating(mu=32.482, sigma=2.418)"
5997,5.0,3.0,Coco Montrese,Honey Mahogany,5:3.0,BTM2,SAFE,"[['Coco Montrese', 'Honey Mahogany'], '5:3.0']",0,0,1,5.0,3.0,0.0017875248878879743,0.9999823423056049,0,1,"trueskill.Rating(mu=16.611, sigma=2.483)","trueskill.Rating(mu=27.513, sigma=2.246)"
6016,4.0,3.0,Alaska,Alyssa Edwards,5:3.0,LOW,SAFE,"[['Alaska', 'Alyssa Edwards'], '5:3.0']",0,0,1,5.0,3.0,0.9158290957332123,0.9999668172161471,1,0,"trueskill.Rating(mu=25.886, sigma=2.439)","trueskill.Rating(mu=20.282, sigma=2.700)"
6017,4.0,3.0,Alaska,Ivy Winters,5:3.0,LOW,SAFE,"[['Alaska', 'Ivy Winters'], '5:3.0']",0,0,1,5.0,3.0,0.054932094313394866,0.9989426030710891,0,1,"trueskill.Rating(mu=24.631, sigma=2.318)","trueskill.Rating(mu=30.577, sigma=2.386)"
6018,4.0,3.0,Alaska,Jade Jolie,5:3.0,LOW,SAFE,"[['Alaska', 'Jade Jolie'], '5:3.0']",0,0,1,5.0,3.0,0.9933738548819097,0.9999999999710488,1,0,"trueskill.Rating(mu=24.329, sigma=2.259)","trueskill.Rating(mu=15.271, sigma=2.366)"
6019,4.0,3.0,Alaska,Lineysha Sparx,5:3.0,LOW,SAFE,"[['Alaska', 'Lineysha Sparx'], '5:3.0']",0,0,1,5.0,3.0,0.003820103839443745,0.9999999994709126,0,1,"trueskill.Rating(mu=22.889, sigma=2.150)","trueskill.Rating(mu=32.512, sigma=2.407)"
6020,4.0,3.0,Alaska,Honey Mahogany,5:3.0,LOW,SAFE,"[['Alaska', 'Honey Mahogany'], '5:3.0']",0,0,1,5.0,3.0,0.07863037359199318,0.999999999999884,0,1,"trueskill.Rating(mu=22.762, sigma=2.121)","trueskill.Rating(mu=27.616, sigma=2.219)"
6577,7.0,3.0,Serena ChaCha,Alyssa Edwards,5:3.0,,SAFE,"[['Alyssa Edwards', 'Serena ChaCha'], '5:3.0']",0,0,1,5.0,3.0,0.0006215554681997111,7.823529407277027e-13,0,1,"trueskill.Rating(mu=9.160, sigma=2.424)","trueskill.Rating(mu=21.819, sigma=2.534)"
6583,6.0,3.0,Monica Beverly Hillz,Honey Mahogany,5:3.0,ELIM,SAFE,"[['Honey Mahogany', 'Monica Beverly Hillz'], '5:3.0']",0,0,1,5.0,3.0,0.00010467868455762471,0.0006588148800913164,0,1,"trueskill.Rating(mu=14.518, sigma=2.417)","trueskill.Rating(mu=27.950, sigma=2.160)"
6596,7.0,3.0,Serena ChaCha,Ivy Winters,5:3.0,,SAFE,"[['Ivy Winters', 'Serena ChaCha'], '5:3.0']",0,0,1,5.0,3.0,2.5386085988541697e-09,7.977994582707925e-15,0,1,"trueskill.Rating(mu=9.081, sigma=2.400)","trueskill.Rating(mu=30.898, sigma=2.321)"
6603,7.0,3.0,Penny Tration,Alyssa Edwards,5:3.0,,SAFE,"[['Alyssa Edwards', 'Penny Tration'], '5:3.0']",0,0,1,5.0,3.0,2.0139167467027064e-05,3.797383434966538e-14,0,1,"trueskill.Rating(mu=5.603, sigma=2.516)","trueskill.Rating(mu=21.905, sigma=2.506)"
6604,7.0,3.0,Penny Tration,Ivy Winters,5:3.0,,SAFE,"[['Ivy Winters', 'Penny Tration'], '5:3.0']",0,0,1,5.0,3.0,1.639881842900246e-11,4.59621751543579e-16,0,1,"trueskill.Rating(mu=5.575, sigma=2.505)","trueskill.Rating(mu=30.900, sigma=2.321)"
6606,7.0,3.0,Penny Tration,Jade Jolie,5:3.0,,SAFE,"[['Jade Jolie', 'Penny Tration'], '5:3.0']",0,0,1,5.0,3.0,0.0013449440253143234,7.156468584422881e-09,0,1,"trueskill.Rating(mu=5.574, sigma=2.506)","trueskill.Rating(mu=16.850, sigma=2.240)"
6607,7.0,3.0,Penny Tration,Lineysha Sparx,5:3.0,,SAFE,"[['Lineysha Sparx', 'Penny Tration'], '5:3.0']",0,0,1,5.0,3.0,5.536418066446819e-13,1.137217703235782e-09,0,1,"trueskill.Rating(mu=5.456, sigma=2.471)","trueskill.Rating(mu=32.671, sigma=2.365)"
6610,7.0,3.0,Penny Tration,Honey Mahogany,5:3.0,,SAFE,"[['Honey Mahogany', 'Penny Tration'], '5:3.0']",0,0,1,5.0,3.0,3.603986315605094e-10,2.8153608355007166e-07,0,1,"trueskill.Rating(mu=5.456, sigma=2.472)","trueskill.Rating(mu=27.998, sigma=2.147)"
6612,7.0,3.0,Serena ChaCha,Jade Jolie,5:3.0,,SAFE,"[['Jade Jolie', 'Serena ChaCha'], '5:3.0']",0,0,1,5.0,3.0,0.015611655999858356,1.6645953573512296e-07,0,1,"trueskill.Rating(mu=9.078, sigma=2.400)","trueskill.Rating(mu=16.944, sigma=2.215)"
6617,7.0,3.0,Serena ChaCha,Lineysha Sparx,5:3.0,,SAFE,"[['Lineysha Sparx', 'Serena ChaCha'], '5:3.0']",0,0,1,5.0,3.0,8.180642813629533e-11,2.709039395279935e-08,0,1,"trueskill.Rating(mu=8.850, sigma=2.347)","trueskill.Rating(mu=32.671, sigma=2.367)"
6628,7.0,3.0,Serena ChaCha,Honey Mahogany,5:3.0,,SAFE,"[['Honey Mahogany', 'Serena ChaCha'], '5:3.0']",0,0,1,5.0,3.0,3.632519648010156e-08,5.802537385536195e-06,0,1,"trueskill.Rating(mu=8.849, sigma=2.348)","trueskill.Rating(mu=28.000, sigma=2.147)"
6762,4.0,3.0,Vivienne Pinay,Ivy Winters,5:3.0,LOW,SAFE,"[['Ivy Winters', 'Vivienne Pinay'], '5:3.0']",0,0,1,5.0,3.0,0.18960424633658,1.5392328081423237e-07,0,1,"trueskill.Rating(mu=27.698, sigma=2.284)","trueskill.Rating(mu=30.901, sigma=2.322)"
6763,4.0,3.0,Vivienne Pinay,Alyssa Edwards,5:3.0,LOW,SAFE,"[['Alyssa Edwards', 'Vivienne Pinay'], '5:3.0']",0,0,1,5.0,3.0,0.9230422926733513,1.1443056784384268e-05,1,0,"trueskill.Rating(mu=27.248, sigma=2.212)","trueskill.Rating(mu=21.934, sigma=2.496)"
6782,4.0,3.0,Vivienne Pinay,Jade Jolie,5:3.0,LOW,SAFE,"[['Jade Jolie', 'Vivienne Pinay'], '5:3.0']",0,0,1,5.0,3.0,0.9962241098207,0.06733282554976129,1,0,"trueskill.Rating(mu=26.205, sigma=2.118)","trueskill.Rating(mu=17.138, sigma=2.174)"
6783,6.0,3.0,Monica Beverly Hillz,Lineysha Sparx,5:3.0,ELIM,SAFE,"[['Lineysha Sparx', 'Monica Beverly Hillz'], '5:3.0']",0,0,1,5.0,3.0,6.64658992273117e-07,5.328626276176762e-06,0,1,"trueskill.Rating(mu=14.458, sigma=2.397)","trueskill.Rating(mu=32.672, sigma=2.368)"
6786,4.0,3.0,Vivienne Pinay,Honey Mahogany,5:3.0,LOW,SAFE,"[['Honey Mahogany', 'Vivienne Pinay'], '5:3.0']",0,0,1,5.0,3.0,0.17347493430989777,0.2904205675651841,0,1,"trueskill.Rating(mu=24.903, sigma=2.026)","trueskill.Rating(mu=28.006, sigma=2.146)"
6788,6.0,3.0,Monica Beverly Hillz,Jade Jolie,5:3.0,ELIM,SAFE,"[['Jade Jolie', 'Monica Beverly Hillz'], '5:3.0']",0,0,1,5.0,3.0,0.12533604671767068,2.872429594791421e-05,0,1,"trueskill.Rating(mu=14.446, sigma=2.393)","trueskill.Rating(mu=18.510, sigma=2.074)"
6811,4.0,3.0,Vivienne Pinay,Lineysha Sparx,5:3.0,LOW,SAFE,"[['Lineysha Sparx', 'Vivienne Pinay'], '5:3.0']",0,0,1,5.0,3.0,0.008948893052415481,0.025224685342284142,0,1,"trueskill.Rating(mu=24.538, sigma=1.974)","trueskill.Rating(mu=32.684, sigma=2.364)"
6814,6.0,3.0,Monica Beverly Hillz,Alyssa Edwards,5:3.0,ELIM,SAFE,"[['Alyssa Edwards', 'Monica Beverly Hillz'], '5:3.0']",0,0,1,5.0,3.0,0.0061363573732106155,1.7445548166904783e-10,0,1,"trueskill.Rating(mu=14.008, sigma=2.314)","trueskill.Rating(mu=23.260, sigma=2.359)"
6821,6.0,3.0,Monica Beverly Hillz,Ivy Winters,5:3.0,ELIM,SAFE,"[['Ivy Winters', 'Monica Beverly Hillz'], '5:3.0']",0,0,1,5.0,3.0,4.779219970786959e-07,1.4557477181400218e-12,0,1,"trueskill.Rating(mu=13.848, sigma=2.275)","trueskill.Rating(mu=31.366, sigma=2.247)"
7182,7.0,4.0,Serena ChaCha,Vivienne Pinay,5:3.0,,LOW,"[['Serena ChaCha', 'Vivienne Pinay'], '5:3.0']",0,0,1,5.0,3.0,2.4684495524748472e-06,3.80508767911235e-05,0,1,"trueskill.Rating(mu=8.842, sigma=2.346)","trueskill.Rating(mu=24.393, sigma=1.946)"
7190,7.0,4.0,Penny Tration,Vivienne Pinay,5:3.0,,LOW,"[['Penny Tration', 'Vivienne Pinay'], '5:3.0']",0,0,1,5.0,3.0,3.3027950671109703e-08,2.0607214394303905e-06,0,1,"trueskill.Rating(mu=5.454, sigma=2.472)","trueskill.Rating(mu=24.412, sigma=1.942)"
7197,7.0,4.0,Penny Tration,Alaska,5:3.0,,LOW,"[['Alaska', 'Penny Tration'], '5:3.0']",0,0,1,5.0,3.0,1.1450698151618393e-06,1.2115452217003796e-22,0,1,"trueskill.Rating(mu=5.445, sigma=2.469)","trueskill.Rating(mu=22.457, sigma=2.070)"
7211,7.0,4.0,Serena ChaCha,Alaska,5:3.0,,LOW,"[['Alaska', 'Serena ChaCha'], '5:3.0']",0,0,1,5.0,3.0,4.464352365791924e-05,9.118544725246538e-22,0,1,"trueskill.Rating(mu=8.814, sigma=2.336)","trueskill.Rating(mu=22.471, sigma=2.067)"
7279,5.0,4.0,Coco Montrese,Vivienne Pinay,5:3.0,BTM2,LOW,"[['Coco Montrese', 'Vivienne Pinay'], '5:3.0']",0,0,1,5.0,3.0,0.011442658955906853,0.9999984190850622,0,1,"trueskill.Rating(mu=16.484, sigma=2.446)","trueskill.Rating(mu=24.417, sigma=1.941)"
7301,5.0,4.0,Coco Montrese,Alaska,5:3.0,BTM2,LOW,"[['Alaska', 'Coco Montrese'], '5:3.0']",0,0,1,5.0,3.0,0.03775519521414615,0.00014197751894207467,0,1,"trueskill.Rating(mu=16.251, sigma=2.389)","trueskill.Rating(mu=22.511, sigma=2.056)"
7331,6.0,4.0,Monica Beverly Hillz,Vivienne Pinay,5:3.0,ELIM,LOW,"[['Monica Beverly Hillz', 'Vivienne Pinay'], '5:3.0']",0,0,1,5.0,3.0,0.0006111889674624017,0.0031499659453076475,0,1,"trueskill.Rating(mu=13.835, sigma=2.271)","trueskill.Rating(mu=24.564, sigma=1.914)"
7355,6.0,4.0,Monica Beverly Hillz,Alaska,5:3.0,ELIM,LOW,"[['Alaska', 'Monica Beverly Hillz'], '5:3.0']",0,0,1,5.0,3.0,0.003757029427611242,4.5340645982507637e-20,0,1,"trueskill.Rating(mu=13.729, sigma=2.242)","trueskill.Rating(mu=22.737, sigma=2.016)"
7999,7.0,5.0,Penny Tration,Coco Montrese,5:3.0,,BTM2,"[['Coco Montrese', 'Penny Tration'], '5:3.0']",0,0,1,5.0,3.0,0.0027286514870868694,4.55241550926492e-15,0,1,"trueskill.Rating(mu=5.426, sigma=2.462)","trueskill.Rating(mu=15.946, sigma=2.326)"
8002,7.0,5.0,Serena ChaCha,Coco Montrese,5:3.0,,BTM2,"[['Coco Montrese', 'Serena ChaCha'], '5:3.0']",0,0,1,5.0,3.0,0.022573032477251335,8.662695017212836e-14,0,1,"trueskill.Rating(mu=8.762, sigma=2.319)","trueskill.Rating(mu=16.068, sigma=2.294)"
8024,6.0,5.0,Monica Beverly Hillz,Coco Montrese,5:3.0,ELIM,BTM2,"[['Coco Montrese', 'Monica Beverly Hillz'], '5:3.0']",0,0,1,5.0,3.0,0.21905911069326633,1.7777724474430313e-11,0,1,"trueskill.Rating(mu=13.573, sigma=2.205)","trueskill.Rating(mu=16.300, sigma=2.244)"
9248,7.0,6.0,Penny Tration,Monica Beverly Hillz,5:3.0,,ELIM,"[['Monica Beverly Hillz', 'Penny Tration'], '5:3.0']",0,0,1,5.0,3.0,0.015034737517301599,0.015597688190495625,0,1,"trueskill.Rating(mu=5.289, sigma=2.424)","trueskill.Rating(mu=13.122, sigma=2.137)"
9249,7.0,6.0,Serena ChaCha,Monica Beverly Hillz,5:3.0,,ELIM,"[['Monica Beverly Hillz', 'Serena ChaCha'], '5:3.0']",0,0,1,5.0,3.0,0.08330469874464824,0.08301360294199474,0,1,"trueskill.Rating(mu=8.525, sigma=2.268)","trueskill.Rating(mu=13.304, sigma=2.100)"
960,3.0,1.0,Coco Montrese,Alyssa Edwards,5:4.0,SAFE,WIN,"[['Alyssa Edwards', 'Coco Montrese'], '5:4.0']",0,0,1,5.0,4.0,0.030402965249733595,0.6627094321736487,0,1,"trueskill.Rating(mu=16.767, sigma=2.173)","trueskill.Rating(mu=23.426, sigma=2.318)"
962,3.0,1.0,Detox,Alyssa Edwards,5:4.0,SAFE,WIN,"[['Alyssa Edwards', 'Detox'], '5:4.0']",0,0,1,5.0,4.0,0.9806021263279344,0.9621751888879607,1,0,"trueskill.Rating(mu=30.781, sigma=2.072)","trueskill.Rating(mu=23.694, sigma=2.263)"
964,4.0,1.0,Roxxxy Andrews,Alyssa Edwards,5:4.0,LOW,WIN,"[['Alyssa Edwards', 'Roxxxy Andrews'], '5:4.0']",0,0,1,5.0,4.0,0.98930649669123,0.9998813489567981,1,0,"trueskill.Rating(mu=32.789, sigma=2.138)","trueskill.Rating(mu=24.982, sigma=2.154)"
967,2.0,1.0,Jinkx Monsoon,Alyssa Edwards,5:4.0,HIGH,WIN,"[['Alyssa Edwards', 'Jinkx Monsoon'], '5:4.0']",0,0,1,5.0,4.0,0.8480902832628029,0.9999999325592318,1,0,"trueskill.Rating(mu=29.629, sigma=2.139)","trueskill.Rating(mu=26.216, sigma=2.058)"
973,3.0,1.0,Alaska,Alyssa Edwards,5:4.0,SAFE,WIN,"[['Alaska', 'Alyssa Edwards'], '5:4.0']",0,0,1,5.0,4.0,0.09326231384788213,0.9999668172161471,0,1,"trueskill.Rating(mu=22.863, sigma=1.990)","trueskill.Rating(mu=27.011, sigma=1.983)"
975,2.0,1.0,Ivy Winters,Alyssa Edwards,5:4.0,HIGH,WIN,"[['Alyssa Edwards', 'Ivy Winters'], '5:4.0']",0,0,1,5.0,4.0,0.8903450257941548,0.8304195451600614,1,0,"trueskill.Rating(mu=31.380, sigma=2.243)","trueskill.Rating(mu=27.312, sigma=1.938)"
979,7.0,1.0,Penny Tration,Alyssa Edwards,5:4.0,,WIN,"[['Alyssa Edwards', 'Penny Tration'], '5:4.0']",0,0,1,5.0,4.0,4.489602078910758e-12,3.797383434966538e-14,0,1,"trueskill.Rating(mu=5.055, sigma=2.368)","trueskill.Rating(mu=28.060, sigma=1.874)"
982,7.0,1.0,Serena ChaCha,Alyssa Edwards,5:4.0,,WIN,"[['Alyssa Edwards', 'Serena ChaCha'], '5:4.0']",0,0,1,5.0,4.0,3.8918133675705673e-10,7.823529407277027e-13,0,1,"trueskill.Rating(mu=8.172, sigma=2.205)","trueskill.Rating(mu=28.061, sigma=1.876)"
983,3.0,1.0,Jade Jolie,Alyssa Edwards,5:4.0,SAFE,WIN,"[['Alyssa Edwards', 'Jade Jolie'], '5:4.0']",0,0,1,5.0,4.0,0.0013934437432808551,0.002519362108455024,0,1,"trueskill.Rating(mu=18.839, sigma=2.024)","trueskill.Rating(mu=28.064, sigma=1.876)"
984,7.0,1.0,Monica Beverly Hillz,Alyssa Edwards,5:4.0,,WIN,"[['Alyssa Edwards', 'Monica Beverly Hillz'], '5:4.0']",0,0,1,5.0,4.0,1.2394961053621836e-06,1.7445548166904783e-10,0,1,"trueskill.Rating(mu=13.607, sigma=2.050)","trueskill.Rating(mu=28.166, sigma=1.856)"
985,6.0,1.0,Vivienne Pinay,Alyssa Edwards,5:4.0,ELIM,WIN,"[['Alyssa Edwards', 'Vivienne Pinay'], '5:4.0']",0,0,1,5.0,4.0,0.11556524622486776,1.1443056784384268e-05,0,1,"trueskill.Rating(mu=24.640, sigma=1.898)","trueskill.Rating(mu=28.189, sigma=1.851)"
987,6.0,1.0,Honey Mahogany,Alyssa Edwards,5:4.0,ELIM,WIN,"[['Alyssa Edwards', 'Honey Mahogany'], '5:4.0']",0,0,1,5.0,4.0,0.4919457623871372,0.00010434823976005514,0,1,"trueskill.Rating(mu=28.415, sigma=2.084)","trueskill.Rating(mu=28.477, sigma=1.812)"
988,3.0,1.0,Lineysha Sparx,Alyssa Edwards,5:4.0,SAFE,WIN,"[['Alyssa Edwards', 'Lineysha Sparx'], '5:4.0']",0,0,1,5.0,4.0,0.889530850236505,0.010016112340805787,1,0,"trueskill.Rating(mu=32.892, sigma=2.314)","trueskill.Rating(mu=28.915, sigma=1.767)"
1779,4.0,2.0,Roxxxy Andrews,Ivy Winters,5:4.0,LOW,HIGH,"[['Ivy Winters', 'Roxxxy Andrews'], '5:4.0']",0,0,1,5.0,4.0,0.6408681530470357,0.9970175210081922,1,0,"trueskill.Rating(mu=31.572, sigma=2.045)","trueskill.Rating(mu=30.378, sigma=2.142)"
1782,3.0,2.0,Detox,Jinkx Monsoon,5:4.0,SAFE,HIGH,"[['Detox', 'Jinkx Monsoon'], '5:4.0']",0,0,1,5.0,4.0,0.6144648657352466,0.00013330227514986984,1,0,"trueskill.Rating(mu=29.700, sigma=1.989)","trueskill.Rating(mu=28.769, sigma=2.055)"
1784,3.0,2.0,Detox,Ivy Winters,5:4.0,SAFE,HIGH,"[['Detox', 'Ivy Winters'], '5:4.0']",0,0,1,5.0,4.0,0.26776167245574023,0.7950873122077059,0,1,"trueskill.Rating(mu=29.114, sigma=1.927)","trueskill.Rating(mu=31.070, sigma=2.064)"
1786,3.0,2.0,Coco Montrese,Jinkx Monsoon,5:4.0,SAFE,HIGH,"[['Coco Montrese', 'Jinkx Monsoon'], '5:4.0']",0,0,1,5.0,4.0,3.847380770675324e-05,3.832998043011813e-07,0,1,"trueskill.Rating(mu=16.533, sigma=2.127)","trueskill.Rating(mu=29.394, sigma=1.985)"
1787,3.0,2.0,Coco Montrese,Ivy Winters,5:4.0,SAFE,HIGH,"[['Coco Montrese', 'Ivy Winters'], '5:4.0']",0,0,1,5.0,4.0,1.9236514720587697e-06,0.29238442431108513,0,1,"trueskill.Rating(mu=16.481, sigma=2.113)","trueskill.Rating(mu=31.516, sigma=2.003)"
1793,3.0,2.0,Jade Jolie,Jinkx Monsoon,5:4.0,SAFE,HIGH,"[['Jade Jolie', 'Jinkx Monsoon'], '5:4.0']",0,0,1,5.0,4.0,0.00032025431986669174,8.524136188622527e-15,0,1,"trueskill.Rating(mu=18.720, sigma=1.997)","trueskill.Rating(mu=29.439, sigma=1.974)"
1796,3.0,2.0,Jade Jolie,Ivy Winters,5:4.0,SAFE,HIGH,"[['Ivy Winters', 'Jade Jolie'], '5:4.0']",0,0,1,5.0,4.0,2.0258726350603475e-05,9.721130742216532e-05,0,1,"trueskill.Rating(mu=18.639, sigma=1.978)","trueskill.Rating(mu=31.539, sigma=1.997)"
1798,3.0,2.0,Lineysha Sparx,Jinkx Monsoon,5:4.0,SAFE,HIGH,"[['Jinkx Monsoon', 'Lineysha Sparx'], '5:4.0']",0,0,1,5.0,4.0,0.7585653361281868,2.1395042944518895e-13,1,0,"trueskill.Rating(mu=31.828, sigma=2.203)","trueskill.Rating(mu=29.518, sigma=1.956)"
1799,3.0,2.0,Lineysha Sparx,Ivy Winters,5:4.0,SAFE,HIGH,"[['Ivy Winters', 'Lineysha Sparx'], '5:4.0']",0,0,1,5.0,4.0,0.4292960109062162,0.000575791989029209,0,1,"trueskill.Rating(mu=31.006, sigma=2.113)","trueskill.Rating(mu=31.584, sigma=1.986)"
1800,6.0,2.0,Honey Mahogany,Jinkx Monsoon,5:4.0,ELIM,HIGH,"[['Honey Mahogany', 'Jinkx Monsoon'], '5:4.0']",0,0,1,5.0,4.0,0.22551894093226713,2.330672767896491e-17,0,1,"trueskill.Rating(mu=27.837, sigma=2.014)","trueskill.Rating(mu=30.166, sigma=1.894)"
1802,6.0,2.0,Honey Mahogany,Ivy Winters,5:4.0,ELIM,HIGH,"[['Honey Mahogany', 'Ivy Winters'], '5:4.0']",0,0,1,5.0,4.0,0.065448387823031,2.0535415924858645e-06,0,1,"trueskill.Rating(mu=27.431, sigma=1.959)","trueskill.Rating(mu=32.073, sigma=1.928)"
1806,4.0,2.0,Roxxxy Andrews,Jinkx Monsoon,5:4.0,LOW,HIGH,"[['Jinkx Monsoon', 'Roxxxy Andrews'], '5:4.0']",0,0,1,5.0,4.0,0.5548177180617959,0.03682258490164712,1,0,"trueskill.Rating(mu=30.941, sigma=1.977)","trueskill.Rating(mu=30.524, sigma=1.848)"
1807,3.0,2.0,Alaska,Jinkx Monsoon,5:4.0,SAFE,HIGH,"[['Alaska', 'Jinkx Monsoon'], '5:4.0']",0,0,1,5.0,4.0,0.0021638517349598482,0.07399574179383213,0,1,"trueskill.Rating(mu=22.560, sigma=1.944)","trueskill.Rating(mu=31.007, sigma=1.799)"
1820,3.0,2.0,Alaska,Ivy Winters,5:4.0,SAFE,HIGH,"[['Alaska', 'Ivy Winters'], '5:4.0']",0,0,1,5.0,4.0,0.0004966985560571351,0.9989426030710891,0,1,"trueskill.Rating(mu=22.430, sigma=1.918)","trueskill.Rating(mu=32.336, sigma=1.888)"
2942,6.0,2.0,Vivienne Pinay,Jinkx Monsoon,5:4.0,ELIM,HIGH,"[['Jinkx Monsoon', 'Vivienne Pinay'], '5:4.0']",0,0,1,5.0,4.0,0.009134958113628298,5.701630548143578e-19,0,1,"trueskill.Rating(mu=24.336, sigma=1.856)","trueskill.Rating(mu=31.118, sigma=1.779)"
3093,7.0,2.0,Penny Tration,Ivy Winters,5:4.0,,HIGH,"[['Ivy Winters', 'Penny Tration'], '5:4.0']",0,0,1,5.0,4.0,2.2807948226890255e-16,4.59621751543579e-16,0,1,"trueskill.Rating(mu=5.054, sigma=2.369)","trueskill.Rating(mu=32.424, sigma=1.870)"
3095,7.0,2.0,Penny Tration,Jinkx Monsoon,5:4.0,,HIGH,"[['Jinkx Monsoon', 'Penny Tration'], '5:4.0']",0,0,1,5.0,4.0,7.955283740377889e-16,1.0840616711237586e-25,0,1,"trueskill.Rating(mu=5.053, sigma=2.371)","trueskill.Rating(mu=31.271, sigma=1.754)"
3100,7.0,2.0,Serena ChaCha,Jinkx Monsoon,5:4.0,,HIGH,"[['Jinkx Monsoon', 'Serena ChaCha'], '5:4.0']",0,0,1,5.0,4.0,1.0530767109074314e-13,5.483353495451394e-25,0,1,"trueskill.Rating(mu=8.168, sigma=2.204)","trueskill.Rating(mu=31.272, sigma=1.756)"
3102,7.0,2.0,Monica Beverly Hillz,Ivy Winters,5:4.0,,HIGH,"[['Ivy Winters', 'Monica Beverly Hillz'], '5:4.0']",0,0,1,5.0,4.0,5.80831260211477e-10,1.4557477181400218e-12,0,1,"trueskill.Rating(mu=13.579, sigma=2.043)","trueskill.Rating(mu=32.424, sigma=1.871)"
3103,7.0,2.0,Monica Beverly Hillz,Jinkx Monsoon,5:4.0,,HIGH,"[['Jinkx Monsoon', 'Monica Beverly Hillz'], '5:4.0']",0,0,1,5.0,4.0,2.065716109525682e-09,1.4158087247153177e-23,0,1,"trueskill.Rating(mu=13.574, sigma=2.042)","trueskill.Rating(mu=31.272, sigma=1.758)"
